id;company;calc_type;calc_value;unit;threshold_type;threshold_value;threshold_unit;thresholds_all;thresholds_count;treatment_stop;adverse_effects;treatment_failure;cotreatments;cashback_extract
1867;La société Vertex Pharmaceuticals (CH) GmbH;amount_unspecified;;per_box;;;;;0;0;0;0;"[""ORKAMBI""]";La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.
1868;La société Vertex Pharmaceuticals (CH) GmbH;amount_unspecified;;per_box;;;;;0;0;0;0;"[""ORKAMBI""]";La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.
1874;CELGENE GmbH;percentage;50.0;per_box;;;;;0;0;0;0;"[""REVLIMID""]";Si la durée du traitement d’entretien surpasse les 25 mois, CELGENE GmbH rembourse, sur demande de l'assureur maladie chez lequel le patient était assurée lorsque REVLIMID lui a été délivré, 50 % du prix de fabrique de chaque boîte de REVLIMID. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible. La demande de remboursement n’est pas admissible que pour des traitements inities après le 1 décembre 2019.
1876;CELGENE GmbH;percentage;50.0;per_box;;;;;0;0;0;0;"[""REVLIMID"", ""BORTEZOMIB"", ""ARAVA""]";Si la durée du traitement surpasse les 25 mois, CELGENE GmbH rembourse, sur demande de l'assureur maladie chez lequel le patient était assurée lorsque REVLIMID lui a été délivré, 50 % du prix de fabrique de chaque boîte de REVLIMID. La demande de remboursement soumise par l'assureur maladie après 24 mois de thérapie n'est admissible que s’il est prouvé que la personne assurée a reçu auparavant la combination REVLIMID, Bortezomib et la dexaméthasone (RVd) pendant 16 semaines. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible. La demande de remboursement n’est pas admissible que pour des traitements inities après le 1 janvier 2020.
1877;CELGENE GmbH;percentage;20.62;per_box;;;;;0;0;0;0;"[""REVLIMID"", ""CARFILZOMIB"", ""ARAVA""]";Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque REVLIMID lui a été délivré, CELGENE GmbH rembourse à cet assureur maladie 20,62 % du prix départ usine de chaque boîte de REVLIMID. La demande de remboursement soumise par l'assureur maladie dans le cadre de la thérapie d'entretien par REVLIMID administrée après la polythérapie par carfilzomib et REVLIMID n'est admissible que si la personne assurée a reçu auparavant au moins 12 cycles complets de polythérapie par carfilzomib plus REVLIMID. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible.
1878;CELGENE GmbH;percentage;25.87;per_box;;;;;0;0;0;0;"[""REVLIMID"", ""ELOTUZUMAB"", ""ARAVA""]";Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque REVLIMID lui a été délivré, CELGENE GmbH rembourse à cet assureur maladie 25.87% du prix départ usine de chaque boîte de REVLIMID. La demande de remboursement soumise par l'assureur maladie pour la combinaison d’elotuzumab et REVLIMID n'est admissible que si la personne assurée a reçu auparavant les deux médicaments au même temps. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible.
1879;CELGENE GmbH;percentage;20.88;per_box;;;;;0;0;0;0;"[""REVLIMID"", ""IXAZOMIB"", ""ARAVA""]";Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque REVLIMID lui a été délivré, CELGENE GmbH rembourse à cet assureur maladie 20.88% du prix de fabrique de chaque boîte de REVLIMID. La demande de remboursement soumise par l'assureur maladie pour la combinaison d’ixazomib et REVLIMID n'est admissible que si la personne assurée a reçu auparavant les deux médicaments au même temps. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible.
1880;Celgene GmbH;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""REVLIMID""]";Sur demande de l’assurance maladie, auprès duquel la personne était assurée lorsque REVLIMID lui a été délivré, Celgene GmbH rembourse une part fixe du prix de fabrique pour chaque emballage de REVLIMID acheté. Le remboursement de la TVA ne peut pas être exigée en plus de ce pourcentage du prix de fabrique.
1881;La société Alexion Pharma GmbH;percentage;10.0;per_box;;;;;0;0;0;0;"[""SOLIRIS""]";La société Alexion Pharma GmbH rembourse, dans le cadre du traitement contre le SHUa par Soliris, à la demande de l’assurance maladie auprès de laquelle la personne était assurée au moment de l'achat, 10% du prix de vente départ usine pour chaque paquet de Soliris acheté. La TVA ne peut pas être réclamée en plus des montants de remboursement. La demande de remboursement doit généralement être effectuée dans les 6 mois suivant l'administration.
1882;La société Vertex Pharmaceuticals (CH) GmbH;amount_unspecified;;per_box;;;;;0;0;0;0;"[""SYMDEKO""]";Le traitement ne doit être poursuivi au-delà de 6 et 12 mois qu’en cas: • d’absence de détérioration persistante de la fonction pulmonaire par rapport à la valeur initiale OU • de réduction du nombre d’exacerbations pulmonaires cliniquement pertinentes (avec hospitalisation, traitement antibiotique i.v.) La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assurance maladie chez laquelle la personne assurée était assurée au moment de la prise en charge, ou à l’AI, respectivement, sur demande une part définie du prix de fabrication pour chaque boîte de SYMDEKO administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.
1886;Janssen-Cilag AG;chf_fixed;138.75;per_syringe;;;;;0;0;0;0;"[""TREMFYA""]";Pour le traitement de l'arthrite psoriasique, Janssen-Cilag AG rembourse Fr. 138,75 du prix fabrique pour chaque seringue et stylo prérempli Tremfya acheté, sur demande de l'assurance maladie auprès duquel l'assuré était assuré au moment de l'achat. La taxe sur la valeur ajoutée ne peut pas être réclamée en plus des montants de remboursement.
1888;Janssen-Cilag AG;chf_fixed;138.75;per_syringe;;;;;0;0;0;0;"[""TREMFYA""]";Pour le traitement de l'arthrite psoriasique, Janssen-Cilag AG rembourse Fr. 138,75 du prix fabrique pour chaque seringue et stylo prérempli Tremfya acheté, sur demande de l'assurance maladie auprès duquel l'assuré était assuré au moment de l'achat. La taxe sur la valeur ajoutée ne peut pas être réclamée en plus des montants de remboursement.
1889;La société Vertex Pharmaceuticals (CH) GmbH;amount_unspecified;;per_box;;;;;0;0;0;0;"[""TRIKAFTA""]";Le traitement ne doit être poursuivi au-delà de 6 et 12 mois qu’en cas: • d’absence de détérioration persistante de la fonction pulmonaire par rapport à la valeur initiale OU • de réduction du nombre d’exacerbations pulmonaires cliniquement pertinentes (avec hospitalisation, traitement antibiotique i.v.) La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assurance maladie chez laquelle la personne assurée était assurée au moment de la prise en charge, ou à l’AI, respectivement, sur demande une part définie du prix de fabrication pour chaque boîte de TRIKAFTA administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.
1890;Pfizer SA;chf_fixed;0.64;per_mg;;;;;0;0;0;1;"[""ZIRABEV""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne assurée était assurée au moment de l’achat, Pfizer SA rembourse pour le traitement Fr. 0.64 par mg de Zirabev. En cas de prescription médicale appropriée, Zirabev est remboursé jusqu’à la progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
1900;Novartis Pharma Suisse SA;unknown;;per_box;;;;;0;0;0;0;"[""TAFINLAR"", ""MEKINIST""]";Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, la société Novartis Pharma Suisse SA rembourse à l’assureur-maladie, pour l’association de MEKINIST et TAFINLAR, un pourcentage fixe du prix de fabrique de chaque emballage de MEKINIST acheté (=indicateur d’un cycle de traitement). La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de cette partie du prix de fabrication.
1901;Novartis Pharma Suisse SA;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""TAFINLAR"", ""MEKINIST""]";Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, la société Novartis Pharma Suisse SA rembourse à l’assureur-maladie une partie fixe du prix de fabrication de chaque boîte de MEKINIST achetée et une partie fixe du prix de fabrication de chaque boîte de TAFINLAR achetée. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de cette partie du prix de fabrication.
1902;Amgen Switzerland AG;chf_fixed;0.64;per_mg;;;;;0;0;0;1;"[""MVASI""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne assurée était assurée au moment de l’achat, Amgen Switzerland AG rembourse pour le traitement Fr. 0.64 par mg de MVASI. En cas de prescription médicale appropriée, MVASI est remboursé jusqu’à la progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
1905;Novartis Pharma Schweiz AG;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""PIQRAY""]";Pour chaque boîte de Piqray achetée, Novartis Pharma Schweiz AG rembourse une partie fixe du prix de fabrication à l’assurance-maladie auprès de laquelle la personne est assurée au moment de la réception du traitement, à la première demande de l’assureur. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de cette partie du prix de fabrication.
1906;Novartis Pharma Suisse SA;unknown;;per_box;;;;;0;0;0;0;"[""TAFINLAR"", ""MEKINIST""]";Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, la société Novartis Pharma Suisse SA rembourse à l’assureur-maladie, pour l’association de MEKINIST et TAFINLAR, un pourcentage fixe du prix de fabrique de chaque emballage de MEKINIST acheté (=indicateur d’un cycle de traitement). La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de cette partie du prix de fabrication.
1907;Novartis Pharma Suisse SA;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""TAFINLAR"", ""MEKINIST""]";Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, la société Novartis Pharma Suisse SA rembourse à l’assureur-maladie une partie fixe du prix de fabrication de chaque boîte de MEKINIST achetée et une partie fixe du prix de fabrication de chaque boîte de TAFINLAR achetée. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de cette partie du prix de fabrication.
1914;Medius AG;unknown;;unknown;;;;;0;0;0;0;"[""LATUDA""]";Le remboursement des dosages individuels est effectué selon l'autorisation de mise sur le marché, en fonction de l'indication, conformément à l'information professionnelle: Schizophrénie: Latuda 40 mg et Latuda 80 mg Traitement des épisodes dépressifs dans le cadre du trouble bipolaire de type 1: Latuda 20 mg et Latuda 40 mg Si le coût du traitement des épisodes dépressifs dans le cadre d’un trouble bipolaire de type 1 est doublé en raison d'un ajustement de la dose à 60 mg (20 mg + 40 mg), Medius AG remboursera, sur la base du prix de fabrique, les coûts respectifs des emballages de Latuda 20 mg à l'assureur maladie auprès duquel la personne était assurée au moment de l’achat. La TVA ne peut pas être exigée en plus du prix de fabrique.
1919;;unknown;;per_flacon;;;;;0;0;0;0;"[""TAKHZYRO""]";A la première demande de l’assureur maladie auprès de laquelle l'assuré était assuré au moment de l'achat, le titulaire de l'autorisation remboursera à la caisse maladie une proportion fixe du prix de fabrique par flacon pour chaque flacon de Takhzyro acheté. La TVA ne peut être récupérée en plus de cette proportion du prix de fabrique. La demande de remboursement peut être faite à partir de la date de l'administration.
